127 0
1 1.00000000000000e+00 1.00000000000000e+00 0.00000000000000e+00
3 1.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00
5 0.00000000000000e+00 1.00000000000000e+00 0.00000000000000e+00
7 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00
45 0.00000000000000e+00 9.99999999999983e-02 0.00000000000000e+00
46 0.00000000000000e+00 1.99999999999997e-01 0.00000000000000e+00
47 0.00000000000000e+00 2.99999999999997e-01 0.00000000000000e+00
48 0.00000000000000e+00 3.99999999999997e-01 0.00000000000000e+00
49 0.00000000000000e+00 4.99999999999998e-01 0.00000000000000e+00
50 0.00000000000000e+00 5.99999999999998e-01 0.00000000000000e+00
51 0.00000000000000e+00 6.99999999999999e-01 0.00000000000000e+00
52 0.00000000000000e+00 7.99999999999999e-01 0.00000000000000e+00
53 0.00000000000000e+00 8.99999999999999e-01 0.00000000000000e+00
54 9.99999999999983e-02 1.00000000000000e+00 0.00000000000000e+00
55 1.99999999999997e-01 1.00000000000000e+00 0.00000000000000e+00
56 2.99999999999997e-01 1.00000000000000e+00 0.00000000000000e+00
57 3.99999999999997e-01 1.00000000000000e+00 0.00000000000000e+00
58 4.99999999999998e-01 1.00000000000000e+00 0.00000000000000e+00
59 5.99999999999998e-01 1.00000000000000e+00 0.00000000000000e+00
60 6.99999999999999e-01 1.00000000000000e+00 0.00000000000000e+00
61 7.99999999999999e-01 1.00000000000000e+00 0.00000000000000e+00
62 8.99999999999999e-01 1.00000000000000e+00 0.00000000000000e+00
63 1.00000000000000e+00 9.99999999999983e-02 0.00000000000000e+00
64 1.00000000000000e+00 1.99999999999997e-01 0.00000000000000e+00
65 1.00000000000000e+00 2.99999999999997e-01 0.00000000000000e+00
66 1.00000000000000e+00 3.99999999999997e-01 0.00000000000000e+00
67 1.00000000000000e+00 4.99999999999998e-01 0.00000000000000e+00
68 1.00000000000000e+00 5.99999999999998e-01 0.00000000000000e+00
69 1.00000000000000e+00 6.99999999999999e-01 0.00000000000000e+00
70 1.00000000000000e+00 7.99999999999999e-01 0.00000000000000e+00
71 1.00000000000000e+00 8.99999999999999e-01 0.00000000000000e+00
72 9.99999999999983e-02 0.00000000000000e+00 0.00000000000000e+00
73 1.99999999999997e-01 0.00000000000000e+00 0.00000000000000e+00
74 2.99999999999997e-01 0.00000000000000e+00 0.00000000000000e+00
75 3.99999999999997e-01 0.00000000000000e+00 0.00000000000000e+00
76 4.99999999999998e-01 0.00000000000000e+00 0.00000000000000e+00
77 5.99999999999998e-01 0.00000000000000e+00 0.00000000000000e+00
78 6.99999999999999e-01 0.00000000000000e+00 0.00000000000000e+00
79 7.99999999999999e-01 0.00000000000000e+00 0.00000000000000e+00
80 8.99999999999999e-01 0.00000000000000e+00 0.00000000000000e+00
222 8.60942528269028e-02 1.33471739277580e-01 0.00000000000000e+00
223 9.80998310755372e-02 3.43258348813617e-01 0.00000000000000e+00
224 9.39585682386225e-02 5.50937577824650e-01 0.00000000000000e+00
225 9.45617291563925e-02 7.49015139077706e-01 0.00000000000000e+00
226 1.38207761740833e-01 9.14184109576942e-01 0.00000000000000e+00
227 3.44006366950639e-01 9.16139186218950e-01 0.00000000000000e+00
228 5.45736568839327e-01 9.07111957896600e-01 0.00000000000000e+00
229 7.49932590476884e-01 9.07227742381313e-01 0.00000000000000e+00
230 9.07384370690498e-01 1.46186581063594e-01 0.00000000000000e+00
231 9.08283299211974e-01 2.54368784713676e-01 0.00000000000000e+00
232 9.10969907164991e-01 3.57085439278843e-01 0.00000000000000e+00
233 9.11134210301097e-01 4.58622800494609e-01 0.00000000000000e+00
234 9.08011632628346e-01 5.59708182088374e-01 0.00000000000000e+00
235 9.05525235589202e-01 6.60693891526062e-01 0.00000000000000e+00
236 9.07928933991518e-01 7.62686868710257e-01 0.00000000000000e+00
237 9.14454915024562e-01 8.66251550630297e-01 0.00000000000000e+00
238 1.60698624592890e-01 7.83887289936025e-02 0.00000000000000e+00
239 2.47196318002850e-01 8.61816531951373e-02 0.00000000000000e+00
240 3.43655871847921e-01 8.76064791703639e-02 0.00000000000000e+00
241 4.43844319165516e-01 8.64587304397862e-02 0.00000000000000e+00
242 5.45021652182603e-01 8.60867933410984e-02 0.00000000000000e+00
243 6.45293875720822e-01 8.57851045428876e-02 0.00000000000000e+00
244 7.35366574260703e-01 7.50856600041166e-02 0.00000000000000e+00
245 8.16963034310366e-01 1.05631573839645e-01 0.00000000000000e+00
246 9.66075096531326e-02 2.38555012102544e-01 0.00000000000000e+00
247 9.42136276018176e-02 4.48338955180948e-01 0.00000000000000e+00
248 9.51362774219011e-02 6.51354187299382e-01 0.00000000000000e+00
249 8.57034749370953e-02 8.37335528746899e-01 0.00000000000000e+00
250 2.41460235488086e-01 9.16116479206823e-01 0.00000000000000e+00
251 4.43467927687767e-01 9.09167030540196e-01 0.00000000000000e+00
252 6.50044127097827e-01 9.04447350116882e-01 0.00000000000000e+00
253 8.38634703074571e-01 9.19714178374161e-01 0.00000000000000e+00
254 2.89149994770612e-01 8.43472198665459e-01 0.00000000000000e+00
255 4.85576765834612e-01 8.14122570488015e-01 0.00000000000000e+00
256 1.89560648217083e-01 6.04136294963210e-01 0.00000000000000e+00
257 3.80702654144349e-01 8.21752416315475e-01 0.00000000000000e+00
258 1.90009880832259e-01 8.15687006148801e-01 0.00000000000000e+00
259 1.85088592717902e-01 5.02186563517708e-01 0.00000000000000e+00
260 1.92414123332902e-01 7.06048832068238e-01 0.00000000000000e+00
261 7.12060228774109e-01 7.99815385407055e-01 0.00000000000000e+00
262 8.20485709975377e-01 8.27199008519154e-01 0.00000000000000e+00
263 2.07642930818006e-01 2.77815674226816e-01 0.00000000000000e+00
264 1.80990936341168e-01 1.69376177470209e-01 0.00000000000000e+00
265 8.13789429908217e-01 2.12202368840695e-01 0.00000000000000e+00
266 8.20128694871496e-01 3.16395499887515e-01 0.00000000000000e+00
